layer,modal,rank,predicate,n,share,cum_share,modal_n
pc_chair,should,4,have,14,0.0282,0.1529,497
pc_chair,should,5,move,14,0.0282,0.1811,497
pc_chair,should,6,be,13,0.0262,0.2072,497
pc_chair,should,7,be+what,11,0.0221,0.2294,497
pc_chair,should,8,take,10,0.0201,0.2495,497
pc_chair,should,9,happen,9,0.0181,0.2676,497
pc_chair,should,10,come,8,0.0161,0.2837,497
pc_chair,should,11,go,8,0.0161,0.2998,497
pc_chair,should,12,assume,7,0.0141,0.3139,497
pc_chair,should,13,expect,7,0.0141,0.328,497
pc_chair,should,14,look,6,0.0121,0.34,497
pc_chair,should,15,support,6,0.0121,0.3521,497
pc_chair,may,1,be,38,0.0784,0.0784,485
pc_chair,may,2,take,23,0.0474,0.1258,485
pc_chair,may,3,have,22,0.0454,0.1711,485
pc_chair,may,4,be+appropriate,21,0.0433,0.2144,485
pc_chair,may,5,see,13,0.0268,0.2412,485
pc_chair,may,6,come,12,0.0247,0.266,485
pc_chair,may,7,need,12,0.0247,0.2907,485
pc_chair,may,8,change,8,0.0165,0.3072,485
pc_chair,may,9,warrant,8,0.0165,0.3237,485
pc_chair,may,10,continue,8,0.0165,0.3402,485
pc_chair,may,11,be+difficult,7,0.0144,0.3546,485
pc_chair,may,12,be+answer,6,0.0124,0.367,485
pc_chair,may,13,happen,6,0.0124,0.3794,485
pc_chair,may,14,affect,6,0.0124,0.3918,485
pc_chair,may,15,go,5,0.0103,0.4021,485
pc_journalist,will,1,have,28,0.0681,0.0681,411
pc_journalist,will,2,need,14,0.0341,0.1022,411
pc_journalist,will,3,make,11,0.0268,0.129,411
pc_journalist,will,4,do,11,0.0268,0.1557,411
pc_journalist,will,5,take,11,0.0268,0.1825,411
pc_journalist,will,6,go,11,0.0268,0.2092,411
pc_journalist,will,7,get,9,0.0219,0.2311,411
pc_journalist,will,8,know,9,0.0219,0.253,411
pc_journalist,will,9,continue,8,0.0195,0.2725,411
pc_journalist,will,10,come,7,0.017,0.2895,411
pc_journalist,will,11,start,6,0.0146,0.3041,411
pc_journalist,will,12,look,6,0.0146,0.3187,411
pc_journalist,will,13,judge,5,0.0122,0.3309,411
pc_journalist,will,14,see,5,0.0122,0.3431,411
pc_journalist,will,15,ask,5,0.0122,0.3552,411
pc_journalist,would,1,like,67,0.0855,0.0855,784
pc_journalist,would,2,have,27,0.0344,0.1199,784
pc_journalist,would,3,say,26,0.0332,0.1531,784
pc_journalist,would,4,need,26,0.0332,0.1862,784
pc_journalist,would,5,consider,21,0.0268,0.213,784
pc_journalist,would,6,look,19,0.0242,0.2372,784
pc_journalist,would,7,be+what,15,0.0191,0.2564,784
pc_journalist,would,8,be,15,0.0191,0.2755,784
pc_journalist,would,9,expect,14,0.0179,0.2934,784
pc_journalist,would,10,take,13,0.0166,0.3099,784
pc_journalist,would,11,make,13,0.0166,0.3265,784
pc_journalist,would,12,do,12,0.0153,0.3418,784
pc_journalist,would,13,think,11,0.014,0.3559,784
pc_journalist,would,14,want,10,0.0128,0.3686,784
pc_journalist,would,15,mean,8,0.0102,0.3788,784
pc_journalist,could,1,follow,79,0.1348,0.1348,586
pc_journalist,could,2,talk,56,0.0956,0.2304,586
pc_journalist,could,3,give,30,0.0512,0.2816,586
pc_journalist,could,4,explain,18,0.0307,0.3123,586
pc_journalist,could,5,see,16,0.0273,0.3396,586
pc_journalist,could,6,have,12,0.0205,0.3601,586
pc_journalist,could,7,tell,12,0.0205,0.3805,586
pc_journalist,could,8,ask,11,0.0188,0.3993,586
pc_journalist,could,9,go,11,0.0188,0.4181,586
pc_journalist,could,10,comment,10,0.0171,0.4352,586
pc_journalist,could,11,elaborate,10,0.0171,0.4522,586
pc_journalist,could,12,get,10,0.0171,0.4693,586
pc_journalist,could,13,describe,9,0.0154,0.4846,586
pc_journalist,could,14,take,8,0.0137,0.4983,586
pc_journalist,could,15,help,7,0.0119,0.5102,586
pc_journalist,can,1,give,41,0.1079,0.1079,380
pc_journalist,can,2,talk,28,0.0737,0.1816,380
pc_journalist,can,3,tell,23,0.0605,0.2421,380
pc_journalist,can,4,do,20,0.0526,0.2947,380
pc_journalist,can,5,follow,16,0.0421,0.3368,380
pc_journalist,can,6,explain,15,0.0395,0.3763,380
pc_journalist,can,7,speak,13,0.0342,0.4105,380
pc_journalist,can,8,expect,8,0.0211,0.4316,380
pc_journalist,can,9,walk,8,0.0211,0.4526,380
pc_journalist,can,10,get,8,0.0211,0.4737,380
pc_journalist,can,11,say,8,0.0211,0.4947,380
pc_journalist,can,12,ask,7,0.0184,0.5132,380
pc_journalist,can,13,help,7,0.0184,0.5316,380
pc_journalist,can,14,hear,6,0.0158,0.5474,380
pc_journalist,can,15,have,6,0.0158,0.5632,380
pc_journalist,should,1,expect,12,0.0615,0.0615,195
pc_journalist,should,2,think,11,0.0564,0.1179,195
pc_journalist,should,3,interpret,11,0.0564,0.1744,195
pc_journalist,should,4,take,10,0.0513,0.2256,195
pc_journalist,should,5,see,6,0.0308,0.2564,195
pc_journalist,should,6,have,5,0.0256,0.2821,195
pc_journalist,should,7,read,5,0.0256,0.3077,195
pc_journalist,should,8,understand,5,0.0256,0.3333,195
pc_journalist,should,9,be,5,0.0256,0.359,195
pc_journalist,should,10,look,4,0.0205,0.3795,195
pc_journalist,should,11,make,4,0.0205,0.4,195
pc_journalist,should,12,do,4,0.0205,0.4205,195
pc_journalist,should,13,raise,4,0.0205,0.441,195
pc_journalist,should,14,cut,3,0.0154,0.4564,195
pc_journalist,should,15,move,3,0.0154,0.4718,195
pc_journalist,may,1,need,8,0.0833,0.0833,96
pc_journalist,may,2,have,5,0.0521,0.1354,96
pc_journalist,may,3,ask,4,0.0417,0.1771,96
pc_journalist,may,4,question,3,0.0312,0.2083,96
pc_journalist,may,5,look,3,0.0312,0.2396,96
pc_journalist,may,6,do,2,0.0208,0.2604,96
pc_journalist,may,7,see,2,0.0208,0.2812,96
pc_journalist,may,8,leave,2,0.0208,0.3021,96
pc_journalist,may,9,be,2,0.0208,0.3229,96
pc_journalist,may,10,take,2,0.0208,0.3438,96
pc_journalist,may,11,make,2,0.0208,0.3646,96
pc_journalist,may,12,follow,2,0.0208,0.3854,96
pc_journalist,may,13,on,2,0.0208,0.4062,96
pc_journalist,may,14,come,2,0.0208,0.4271,96
pc_journalist,may,15,provide,1,0.0104,0.4375,96
speech_chair,will,1,continue,77,0.0659,0.0659,1169
speech_chair,will,2,discuss,55,0.047,0.1129,1169
speech_chair,will,3,need,36,0.0308,0.1437,1169
speech_chair,will,4,take,28,0.024,0.1677,1169
speech_chair,will,5,turn,21,0.018,0.1856,1169
speech_chair,will,6,be+appropriate,21,0.018,0.2036,1169
speech_chair,will,7,help,21,0.018,0.2216,1169
speech_chair,will,8,remain,21,0.018,0.2395,1169
speech_chair,will,9,have,20,0.0171,0.2566,1169
speech_chair,will,10,focus,19,0.0163,0.2729,1169
speech_chair,will,11,move,18,0.0154,0.2883,1169
speech_chair,will,12,require,15,0.0128,0.3011,1169
speech_chair,will,13,depend,15,0.0128,0.3139,1169
speech_chair,will,14,make,14,0.012,0.3259,1169
speech_chair,will,15,do,14,0.012,0.3379,1169
speech_chair,would,1,like,54,0.0942,0.0942,573
speech_chair,would,2,expect,15,0.0262,0.1204,573
speech_chair,would,3,have,15,0.0262,0.1466,573
speech_chair,would,4,be+appropriate,11,0.0192,0.1658,573
speech_chair,would,5,need,10,0.0175,0.1832,573
speech_chair,would,6,remain,8,0.014,0.1972,573
speech_chair,would,7,require,8,0.014,0.2112,573
speech_chair,would,8,continue,8,0.014,0.2251,573
speech_chair,would,9,move,7,0.0122,0.2373,573
speech_chair,would,10,do,7,0.0122,0.2496,573
speech_chair,would,11,be+consistent,7,0.0122,0.2618,573
speech_chair,would,12,increase,6,0.0105,0.2723,573
speech_chair,would,13,risk,6,0.0105,0.2827,573
speech_chair,would,14,make,6,0.0105,0.2932,573
speech_chair,would,15,rise,6,0.0105,0.3037,573
speech_chair,could,1,have,14,0.0394,0.0394,355
speech_chair,could,2,help,12,0.0338,0.0732,355
speech_chair,could,3,do,9,0.0254,0.0986,355
speech_chair,could,4,lead,7,0.0197,0.1183,355
speech_chair,could,5,prove,7,0.0197,0.138,355
speech_chair,could,6,bring,6,0.0169,0.1549,355
speech_chair,could,7,reflect,5,0.0141,0.169,355
speech_chair,could,8,risk,5,0.0141,0.1831,355
speech_chair,could,9,provide,5,0.0141,0.1972,355
speech_chair,could,10,exacerbate,4,0.0113,0.2085,355
speech_chair,could,11,turn,4,0.0113,0.2197,355
speech_chair,could,12,come,4,0.0113,0.231,355
speech_chair,could,13,raise,4,0.0113,0.2423,355
speech_chair,could,14,push,4,0.0113,0.2535,355
speech_chair,could,15,see,4,0.0113,0.2648,355
speech_chair,can,1,help,22,0.0428,0.0428,514
speech_chair,can,2,do,22,0.0428,0.0856,514
speech_chair,can,3,see,14,0.0272,0.1128,514
speech_chair,can,4,find,12,0.0233,0.1362,514
speech_chair,can,5,make,11,0.0214,0.1576,514
speech_chair,can,6,take,10,0.0195,0.177,514
speech_chair,can,7,improve,9,0.0175,0.1946,514
speech_chair,can,8,say,9,0.0175,0.2121,514
speech_chair,can,9,lead,8,0.0156,0.2276,514
speech_chair,can,10,be+sure,6,0.0117,0.2393,514
speech_chair,can,11,sustain,6,0.0117,0.251,514
speech_chair,can,12,be+difficult,6,0.0117,0.2626,514
speech_chair,can,13,everything,6,0.0117,0.2743,514
speech_chair,can,14,continue,6,0.0117,0.286,514
speech_chair,can,15,provide,6,0.0117,0.2977,514
speech_chair,should,1,take,7,0.0333,0.0333,210
speech_chair,should,2,continue,6,0.0286,0.0619,210
speech_chair,should,3,note,6,0.0286,0.0905,210
speech_chair,should,4,consider,5,0.0238,0.1143,210
speech_chair,should,5,adjust,4,0.019,0.1333,210
speech_chair,should,6,have,4,0.019,0.1524,210
speech_chair,should,7,support,4,0.019,0.1714,210
speech_chair,should,8,make,4,0.019,0.1905,210
speech_chair,should,9,keep,3,0.0143,0.2048,210
speech_chair,should,10,help,3,0.0143,0.219,210
speech_chair,should,11,expand,3,0.0143,0.2333,210
speech_chair,should,12,look,3,0.0143,0.2476,210
speech_chair,should,13,serve,3,0.0143,0.2619,210
speech_chair,should,14,understand,3,0.0143,0.2762,210
speech_chair,should,15,begin,3,0.0143,0.2905,210
speech_chair,may,1,use,19,0.0497,0.0497,382
speech_chair,may,2,reflect,11,0.0288,0.0785,382
speech_chair,may,3,help,11,0.0288,0.1073,382
speech_chair,may,4,hold,8,0.0209,0.1283,382
speech_chair,may,5,need,7,0.0183,0.1466,382
speech_chair,may,6,have,7,0.0183,0.1649,382
speech_chair,may,7,affect,7,0.0183,0.1832,382
speech_chair,may,8,come,6,0.0157,0.199,382
speech_chair,may,9,be+appropriate,6,0.0157,0.2147,382
speech_chair,may,10,change,6,0.0157,0.2304,382
speech_chair,may,11,require,6,0.0157,0.2461,382
speech_chair,may,12,play,6,0.0157,0.2618,382
speech_chair,may,13,lead,5,0.0131,0.2749,382
speech_chair,may,14,warrant,5,0.0131,0.288,382
speech_chair,may,15,contribute,5,0.0131,0.301,382
