layer,modal,unit,n,share,rank,modal_n
speech_chair,can,can/activity,109,0.2121,2,514
speech_chair,can,can/causative,50,0.0973,3,514
speech_chair,can,can/copular_adj,41,0.0798,4,514
speech_chair,can,can/mental,40,0.0778,5,514
speech_chair,can,can/policy_action,38,0.0739,6,514
speech_chair,can,can/occurrence,28,0.0545,7,514
speech_chair,can,can/communication,20,0.0389,8,514
speech_chair,can,can/copular_nom,13,0.0253,9,514
speech_chair,can,can/existence,9,0.0175,10,514
speech_chair,can,can/aspectual,9,0.0175,11,514
speech_chair,can,can/copular_prep,2,0.0039,12,514
speech_chair,could,could/other,81,0.2282,1,355
speech_chair,could,could/causative,58,0.1634,2,355
speech_chair,could,could/activity,57,0.1606,3,355
speech_chair,could,could/occurrence,41,0.1155,4,355
speech_chair,could,could/existence,28,0.0789,5,355
speech_chair,could,could/copular_adj,24,0.0676,6,355
speech_chair,could,could/policy_action,23,0.0648,7,355
speech_chair,could,could/mental,13,0.0366,8,355
speech_chair,could,could/communication,10,0.0282,9,355
speech_chair,could,could/aspectual,9,0.0254,10,355
speech_chair,could,could/copular_nom,8,0.0225,11,355
speech_chair,could,could/copular_prep,3,0.0085,12,355
speech_chair,may,may/other,83,0.2173,1,382
speech_chair,may,may/activity,71,0.1859,2,382
speech_chair,may,may/copular_adj,45,0.1178,3,382
speech_chair,may,may/causative,43,0.1126,4,382
speech_chair,may,may/occurrence,31,0.0812,5,382
speech_chair,may,may/existence,30,0.0785,6,382
speech_chair,may,may/copular_nom,25,0.0654,7,382
speech_chair,may,may/policy_action,17,0.0445,8,382
speech_chair,may,may/mental,16,0.0419,9,382
speech_chair,may,may/communication,8,0.0209,10,382
speech_chair,may,may/aspectual,6,0.0157,11,382
speech_chair,may,may/copular_prep,6,0.0157,12,382
speech_chair,may,may/copular_adv,1,0.0026,13,382
speech_chair,should,should/other,56,0.2667,1,210
speech_chair,should,should/activity,40,0.1905,2,210
speech_chair,should,should/policy_action,22,0.1048,3,210
speech_chair,should,should/mental,20,0.0952,4,210
speech_chair,should,should/copular_adj,14,0.0667,5,210
speech_chair,should,should/aspectual,14,0.0667,6,210
speech_chair,should,should/communication,14,0.0667,7,210
speech_chair,should,should/occurrence,12,0.0571,8,210
speech_chair,should,should/causative,10,0.0476,9,210
speech_chair,should,should/existence,7,0.0333,10,210
speech_chair,should,should/copular_nom,1,0.0048,11,210
speech_chair,will,will/other,253,0.2164,1,1169
speech_chair,will,will/activity,179,0.1531,2,1169
speech_chair,will,will/occurrence,119,0.1018,3,1169
speech_chair,will,will/communication,117,0.1001,4,1169
speech_chair,will,will/aspectual,114,0.0975,5,1169
speech_chair,will,will/copular_adj,84,0.0719,6,1169
speech_chair,will,will/policy_action,77,0.0659,7,1169
speech_chair,will,will/mental,68,0.0582,8,1169
speech_chair,will,will/existence,58,0.0496,9,1169
speech_chair,will,will/causative,50,0.0428,10,1169
speech_chair,will,will/copular_nom,41,0.0351,11,1169
speech_chair,will,will/copular_prep,8,0.0068,12,1169
speech_chair,will,will/copular_adv,1,0.0009,13,1169
speech_chair,would,would/other,158,0.2757,1,573
speech_chair,would,would/copular_adj,92,0.1606,2,573
speech_chair,would,would/activity,52,0.0908,3,573
speech_chair,would,would/causative,48,0.0838,4,573
speech_chair,would,would/existence,47,0.082,5,573
speech_chair,would,would/occurrence,42,0.0733,6,573
speech_chair,would,would/mental,39,0.0681,7,573
speech_chair,would,would/communication,26,0.0454,8,573
speech_chair,would,would/policy_action,20,0.0349,9,573
speech_chair,would,would/copular_nom,18,0.0314,10,573
speech_chair,would,would/aspectual,18,0.0314,11,573
speech_chair,would,would/copular_prep,11,0.0192,12,573
speech_chair,would,would/copular_adv,2,0.0035,13,573
statement,can,can/copular_adj,2,0.5,1,4
statement,can,can/other,2,0.5,2,4
statement,could,could/causative,50,1.0,1,50
statement,may,may/causative,16,0.5926,1,27
statement,may,may/copular_adj,10,0.3704,2,27
statement,may,may/other,1,0.037,3,27
statement,should,should/activity,21,0.6364,1,33
statement,should,should/policy_action,6,0.1818,2,33
statement,should,should/causative,6,0.1818,3,33
statement,will,will/activity,132,0.2175,1,607
statement,will,will/aspectual,126,0.2076,2,607
statement,will,will/mental,105,0.173,3,607
statement,will,will/policy_action,57,0.0939,4,607
statement,will,will/copular_adj,51,0.084,5,607
statement,will,will/occurrence,47,0.0774,6,607
statement,will,will/causative,38,0.0626,7,607
statement,will,will/existence,29,0.0478,8,607
statement,will,will/communication,12,0.0198,9,607
statement,will,will/other,10,0.0165,10,607
statement,would,would/copular_adj,46,0.9388,1,49
statement,would,would/aspectual,2,0.0408,2,49
statement,would,would/policy_action,1,0.0204,3,49
statement_vote,should,should/communication,2,0.4,1,5
statement_vote,should,should/other,1,0.2,2,5
statement_vote,should,should/aspectual,1,0.2,3,5
statement_vote,should,should/copular_adj,1,0.2,4,5
statement_vote,will,will/copular_adj,4,0.8,1,5
statement_vote,will,will/causative,1,0.2,2,5
