modal,predicate,obs,exp,ratio,p,collostruction_strength,G2,layer
would,put,5,5.46,0.92,0.7434154529087783,-0.13,0.1,min_staff
would,lead,4,4.85,0.82,0.7179163674835636,-0.14,0.38,min_staff
would,result,3,4.25,0.71,0.4416403391659953,-0.35,0.92,min_staff
would,increase,27,31.55,0.86,0.18175918976418903,-0.74,1.81,min_staff
would,prove,7,10.92,0.64,0.0829698740186523,-1.08,3.59,min_staff
would,edge,5,13.95,0.36,0.00013032560390069555,-3.88,15.16,min_staff
could,affect,7,2.25,3.12,0.00120619268143771,2.92,11.27,min_staff_desk
could,consider,6,1.75,3.43,0.0012341127382299393,2.91,11.67,min_staff_desk
could,result,5,1.5,3.34,0.00438373223642814,2.36,9.17,min_staff_desk
could,arise,3,0.75,4.01,0.015287017193791984,1.82,8.38,min_staff_desk
could,play,3,1.0,3.01,0.04989126520519385,1.3,4.44,min_staff_desk
could,become,4,1.75,2.29,0.06888433551731543,1.16,3.32,min_staff_desk
could,increase,5,2.75,1.82,0.1528131967735349,0.82,2.22,min_staff_desk
could,take,3,1.75,1.72,0.37405080638217836,0.43,1.08,min_staff_desk
could,have,3,2.0,1.5,0.4186515480997746,0.38,0.62,min_staff_desk
could,provide,4,2.75,1.46,0.47938316683902144,0.32,0.72,min_staff_desk
could,remain,3,2.25,1.34,0.6972814915893422,0.16,0.32,min_staff_desk
could,use,3,2.25,1.34,0.6972814915893422,0.16,0.32,min_staff_desk
could,help,3,3.99,0.75,0.7714730352201229,-0.11,0.36,min_staff_desk
could,continue,4,7.74,0.52,0.135803091045055,-0.87,2.91,min_staff_desk
may,contribute,7,0.67,10.49,2.395329969978593e-07,6.62,28.33,min_staff_desk
may,vary,4,0.37,10.79,0.00012428340967951637,3.91,16.32,min_staff_desk
may,help,3,1.19,2.53,0.1077512551983492,0.97,2.26,min_staff_desk
will,notify,3,0.19,15.8,0.0002334775317204822,3.63,16.81,min_staff_desk
will,decline,3,0.51,5.92,0.010468305594318534,1.98,6.83,min_staff_desk
would,continue,23,17.21,1.34,0.0396602227021481,1.4,4.89,min_staff_desk
would,fall,5,2.78,1.8,0.06899461315657614,1.16,5.92,min_staff_desk
would,announce,4,2.22,1.8,0.1327869324550198,0.88,4.73,min_staff_desk
would,issue,4,2.22,1.8,0.1327869324550198,0.88,4.73,min_staff_desk
would,maintain,4,2.22,1.8,0.1327869324550198,0.88,4.73,min_staff_desk
would,slow,4,2.22,1.8,0.1327869324550198,0.88,4.73,min_staff_desk
would,be+flexible,3,1.67,1.8,0.25778363078858396,0.59,3.54,min_staff_desk
would,be+tool,3,1.67,1.8,0.25778363078858396,0.59,3.54,min_staff_desk
would,ease,3,1.67,1.8,0.25778363078858396,0.59,3.54,min_staff_desk
would,end,3,1.67,1.8,0.25778363078858396,0.59,3.54,min_staff_desk
would,support,6,4.44,1.35,0.30945108292648066,0.51,1.32,min_staff_desk
would,be+appropriate,8,6.11,1.31,0.36069447423481815,0.44,1.41,min_staff_desk
would,expect,4,2.78,1.44,0.3879562096487944,0.41,1.34,min_staff_desk
would,move,4,2.78,1.44,0.3879562096487944,0.41,1.34,min_staff_desk
would,need,5,3.89,1.29,0.4701080728305661,0.33,0.76,min_staff_desk
would,help,10,8.88,1.13,0.6193530893374102,0.21,0.33,min_staff_desk
would,approve,3,2.22,1.35,0.6327737257892766,0.2,0.66,min_staff_desk
would,prevail,3,2.22,1.35,0.6327737257892766,0.2,0.66,min_staff_desk
would,reach,3,2.22,1.35,0.6327737257892766,0.2,0.66,min_staff_desk
would,implement,4,3.33,1.2,0.6972046130460376,0.16,0.31,min_staff_desk
would,be+useful,5,4.44,1.13,0.7378697226707085,0.13,0.16,min_staff_desk
would,begin,6,5.0,1.2,0.7376773334763387,0.13,0.47,min_staff_desk
would,decline,5,4.44,1.13,0.7378697226707085,0.13,0.16,min_staff_desk
would,use,6,5.0,1.2,0.7376773334763387,0.13,0.47,min_staff_desk
would,allow,3,2.78,1.08,1.0,-0.0,0.04,min_staff_desk
would,conduct,3,2.78,1.08,1.0,-0.0,0.04,min_staff_desk
would,have,4,4.44,0.9,1.0,0.0,0.1,min_staff_desk
would,occur,5,5.0,1.0,1.0,-0.0,0.0,min_staff_desk
would,provide,6,6.11,0.98,1.0,0.0,0.0,min_staff_desk
would,put,3,2.78,1.08,1.0,-0.0,0.04,min_staff_desk
would,reflect,3,2.78,1.08,1.0,-0.0,0.04,min_staff_desk
would,remain,5,5.0,1.0,1.0,-0.0,0.0,min_staff_desk
would,increase,4,6.11,0.66,0.23018594128169323,-0.64,1.66,min_staff_desk
could,impede,46,2.99,15.4,8.315727493037663e-70,69.08,320.55,statement
could,pose,4,0.26,15.4,1.5846433436964838e-05,4.8,22.18,statement
may,warrant,15,1.23,12.22,3.1520192869912025e-15,14.5,63.61,statement
may,be+appropriate,10,1.86,5.38,3.501928026461037e-06,5.46,21.82,statement
should,help,21,0.94,22.27,1.2510723762175385e-31,30.9,141.34,statement
should,promote,6,0.26,23.33,3.9015667572317e-09,8.41,38.92,statement
should,maintain,6,0.34,17.5,1.0272417292981783e-07,6.99,30.06,statement
will,take,123,96.96,1.27,1.7617699666926968e-14,13.75,64.53,statement
will,continue,125,100.12,1.25,4.229100809933058e-12,11.37,50.64,statement
will,assess,72,56.76,1.27,2.328973719317629e-08,7.63,36.2,statement
will,expand,34,26.8,1.27,0.00037922595293036327,3.42,16.59,statement
will,monitor,32,25.23,1.27,0.0006204170248685718,3.21,15.59,statement
will,depend,28,22.07,1.27,0.0016538963074137678,2.78,13.6,statement
will,evolve,20,15.77,1.27,0.011598916465421218,1.94,9.66,statement
will,add,12,9.46,1.27,0.08070611367822933,1.09,5.76,statement
will,strengthen,12,9.46,1.27,0.08070611367822933,1.09,5.76,statement
will,aim,10,7.88,1.27,0.13132065177967303,0.88,4.79,statement
will,move,10,7.88,1.27,0.13132065177967303,0.88,4.79,statement
will,remain,11,8.67,1.27,0.13286150791411244,0.88,5.28,statement
will,increase,9,7.09,1.27,0.2167147421702539,0.66,4.31,statement
will,be+consistent,5,3.94,1.27,0.5899764337485567,0.23,2.39,statement
will,use,5,3.94,1.27,0.5899764337485567,0.23,2.39,statement
will,weigh,4,3.15,1.27,0.584002580465423,0.23,1.91,statement
will,be+appropriate,43,41.78,1.03,0.8615724623721208,0.06,0.19,statement
will,act,3,2.36,1.27,1.0,-0.0,1.43,statement
will,reduce,5,4.73,1.06,1.0,-0.0,0.08,statement
will,be+patient,3,3.94,0.76,0.2866093043625193,-0.54,0.91,statement
will,warrant,20,27.59,0.72,0.002714367818222725,-2.57,8.77,statement
would,be+prepared,46,2.93,15.71,6.652581994430124e-71,70.18,325.86,statement
